TreeUID,Farm,Treatment,Season,Diameter,Flower Intensity,No. of young pods,Damaged young pods,Matured pod,Damaged pod,Canopy health,pest,Mean pH,SD pH,Mean N (%),SD N (%),Mean P (mg/Kg),SD P (mg/Kg),Mean K (mg/Kg),SD K (mg/Kg),Mean  Ca(mg/Kg),SD  Ca(mg/Kg),Mean Mg(mg/Kg),SD Mg(mg/Kg),Mean O.C (%),SD O.C (%),Mean O.M (%),SD O.M (%),Mean NDVI,SD NDVI
F_3_TS_BCM_16,Farm 3,TS_BCM,Wet,32,Very low,2,2,2,0,Moderate,Very low,6.54,0.67,0.266,0.09,64.068,67.82,925.766,493.03,3040,1213.37,216,269.72,2.713,0.85,4.678,1.47,0.83,0
F_3_TS_BCM_17,Farm 3,TS_BCM,Wet,23,Very low,1,0,0,0,Moderate,Very low,6.54,0.67,0.266,0.09,64.068,67.82,925.766,493.03,3040,1213.37,216,269.72,2.713,0.85,4.678,1.47,0.83,0
F_3_TS_BCM_18,Farm 3,TS_BCM,Wet,29.5,Very low,0,0,1,0,Moderate,Very low,6.54,0.67,0.266,0.09,64.068,67.82,925.766,493.03,3040,1213.37,216,269.72,2.713,0.85,4.678,1.47,0.83,0
F_3_TS_BCM_19,Farm 3,TS_BCM,Wet,25.5,Very low,9,1,0,0,Moderate,Very low,6.54,0.67,0.266,0.09,64.068,67.82,925.766,493.03,3040,1213.37,216,269.72,2.713,0.85,4.678,1.47,0.83,0
F_3_TS_BCM_20,Farm 3,TS_BCM,Wet,35,Very low,15,3,0,0,Moderate,Very low,6.54,0.67,0.266,0.09,64.068,67.82,925.766,493.03,3040,1213.37,216,269.72,2.713,0.85,4.678,1.47,0.83,0
F_3_TS_BCO_1,Farm 3,TS_BCO,Wet,29,Low,11,6,5,0,High,Very low,7.1,0.25,0.329,0.08,28.75,28.36,24.705,2282.19,3280,919.13,288,104.89,3.272,0.9,5.641,1.56,0.83,0
F_3_TS_BCO_2,Farm 3,TS_BCO,Wet,25.5,Very low,6,2,1,0,High,Very low,7.1,0.25,0.329,0.08,28.75,28.36,24.705,2282.19,3280,919.13,288,104.89,3.272,0.9,5.641,1.56,0.83,0
F_3_TS_BCO_3,Farm 3,TS_BCO,Wet,34,Very low,4,2,3,0,High,Very low,7.1,0.25,0.329,0.08,28.75,28.36,24.705,2282.19,3280,919.13,288,104.89,3.272,0.9,5.641,1.56,0.83,0
F_3_TS_BCO_4,Farm 3,TS_BCO,Wet,34.5,Moderate,15,3,9,0,High,Very low,7.1,0.25,0.329,0.08,28.75,28.36,24.705,2282.19,3280,919.13,288,104.89,3.272,0.9,5.641,1.56,0.83,0
F_3_TS_BCO_5,Farm 3,TS_BCO,Wet,36,Very low,3,1,3,0,High,Very low,7.1,0.25,0.329,0.08,28.75,28.36,24.705,2282.19,3280,919.13,288,104.89,3.272,0.9,5.641,1.56,0.83,0
F_3_TS_BCO_6,Farm 3,TS_BCO,Wet,31,Moderate,13,1,10,0,High,Very low,7.1,0.25,0.329,0.08,28.75,28.36,24.705,2282.19,3280,919.13,288,104.89,3.272,0.9,5.641,1.56,0.83,0
F_3_TS_BCO_7,Farm 3,TS_BCO,Wet,32,Moderate,17,0,3,0,High,Very low,7.1,0.25,0.329,0.08,28.75,28.36,24.705,2282.19,3280,919.13,288,104.89,3.272,0.9,5.641,1.56,0.83,0
F_3_TS_BCO_8,Farm 3,TS_BCO,Wet,26,Very low,0,0,1,0,High,Very low,7.1,0.25,0.329,0.08,28.75,28.36,24.705,2282.19,3280,919.13,288,104.89,3.272,0.9,5.641,1.56,0.83,0
F_3_TS_BCO_9,Farm 3,TS_BCO,Wet,35.5,Low,32,6,1,0,High,Very low,7.1,0.25,0.329,0.08,28.75,28.36,24.705,2282.19,3280,919.13,288,104.89,3.272,0.9,5.641,1.56,0.83,0
F_3_TS_BCO_10,Farm 3,TS_BCO,Wet,31,Low,9,0,2,0,High,Very low,7.1,0.25,0.329,0.08,28.75,28.36,24.705,2282.19,3280,919.13,288,104.89,3.272,0.9,5.641,1.56,0.83,0
F_3_TS_BCO_11,Farm 3,TS_BCO,Wet,28,Very low,3,0,0,0,High,Very low,7.1,0.25,0.329,0.08,28.75,28.36,24.705,2282.19,3280,919.13,288,104.89,3.272,0.9,5.641,1.56,0.83,0
F_3_TS_BCO_12,Farm 3,TS_BCO,Wet,29,Very low,3,1,1,0,High,Very low,7.1,0.25,0.329,0.08,28.75,28.36,24.705,2282.19,3280,919.13,288,104.89,3.272,0.9,5.641,1.56,0.83,0
F_3_TS_BCO_13,Farm 3,TS_BCO,Wet,38.5,Very low,17,4,0,0,High,Very low,7.1,0.25,0.329,0.08,28.75,28.36,24.705,2282.19,3280,919.13,288,104.89,3.272,0.9,5.641,1.56,0.83,0
F_3_TS_BCO_14,Farm 3,TS_BCO,Wet,34.5,Very low,8,0,6,0,High,Very low,7.1,0.25,0.329,0.08,28.75,28.36,24.705,2282.19,3280,919.13,288,104.89,3.272,0.9,5.641,1.56,0.83,0
F_3_TS_BCO_15,Farm 3,TS_BCO,Wet,41.5,Very low,3,0,4,0,High,Very low,7.1,0.25,0.329,0.08,28.75,28.36,24.705,2282.19,3280,919.13,288,104.89,3.272,0.9,5.641,1.56,0.83,0
F_3_TS_BCO_16,Farm 3,TS_BCO,Wet,28,Very low,4,0,1,0,High,Very low,7.1,0.25,0.329,0.08,28.75,28.36,24.705,2282.19,3280,919.13,288,104.89,3.272,0.9,5.641,1.56,0.83,0
F_3_TS_BCO_17,Farm 3,TS_BCO,Wet,43,Low,24,4,11,0,High,Very low,7.1,0.25,0.329,0.08,28.75,28.36,24.705,2282.19,3280,919.13,288,104.89,3.272,0.9,5.641,1.56,0.83,0
F_3_TS_BCO_18,Farm 3,TS_BCO,Wet,22,Low,5,0,3,0,High,Very low,7.1,0.25,0.329,0.08,28.75,28.36,24.705,2282.19,3280,919.13,288,104.89,3.272,0.9,5.641,1.56,0.83,0
F_3_TS_BCO_19,Farm 3,TS_BCO,Wet,36,Low,87,9,7,0,High,Very low,7.1,0.25,0.329,0.08,28.75,28.36,24.705,2282.19,3280,919.13,288,104.89,3.272,0.9,5.641,1.56,0.83,0
F_3_TS_BCO_20,Farm 3,TS_BCO,Wet,28,Low,16,0,7,0,High,Very low,7.1,0.25,0.329,0.08,28.75,28.36,24.705,2282.19,3280,919.13,288,104.89,3.272,0.9,5.641,1.56,0.83,0
F_3_I_BCO_1,Farm 3,I_BCO,Wet,29,Low,19,1,4,0,High,Very low,6,0.43,0.217,0.05,18.155,6.18,65.999,31.22,880,1200.64,96,305.25,0.559,0.69,0.963,1.19,0.83,0
F_3_I_BCO_2,Farm 3,I_BCO,Wet,30,High,5,0,3,0,High,Very low,6,0.43,0.217,0.05,18.155,6.18,65.999,31.22,880,1200.64,96,305.25,0.559,0.69,0.963,1.19,0.83,0
F_3_I_BCO_3,Farm 3,I_BCO,Wet,37.5,High,40,3,3,0,High,Very low,6,0.43,0.217,0.05,18.155,6.18,65.999,31.22,880,1200.64,96,305.25,0.559,0.69,0.963,1.19,0.83,0
F_3_I_BCO_4,Farm 3,I_BCO,Wet,34.2,Very low,14,3,3,0,High,Very low,6,0.43,0.217,0.05,18.155,6.18,65.999,31.22,880,1200.64,96,305.25,0.559,0.69,0.963,1.19,0.83,0
F_3_I_BCO_5,Farm 3,I_BCO,Wet,23.5,Moderate,5,0,6,0,High,Very low,6,0.43,0.217,0.05,18.155,6.18,65.999,31.22,880,1200.64,96,305.25,0.559,0.69,0.963,1.19,0.83,0
F_3_I_BCO_6,Farm 3,I_BCO,Wet,29.2,Very low,0,0,1,0,High,Very low,6,0.43,0.217,0.05,18.155,6.18,65.999,31.22,880,1200.64,96,305.25,0.559,0.69,0.963,1.19,0.83,0
F_3_I_BCO_7,Farm 3,I_BCO,Wet,19.5,Low,3,2,4,0,High,Very low,6,0.43,0.217,0.05,18.155,6.18,65.999,31.22,880,1200.64,96,305.25,0.559,0.69,0.963,1.19,0.83,0
F_3_I_BCO_8,Farm 3,I_BCO,Wet,27.5,Moderate,6,0,8,0,High,Very low,6,0.43,0.217,0.05,18.155,6.18,65.999,31.22,880,1200.64,96,305.25,0.559,0.69,0.963,1.19,0.83,0
F_3_I_BCO_9,Farm 3,I_BCO,Wet,45.5,Very low,21,5,9,0,High,Very low,6,0.43,0.217,0.05,18.155,6.18,65.999,31.22,880,1200.64,96,305.25,0.559,0.69,0.963,1.19,0.83,0
F_3_I_BCO_10,Farm 3,I_BCO,Wet,24,Low,5,2,9,0,High,Very low,6,0.43,0.217,0.05,18.155,6.18,65.999,31.22,880,1200.64,96,305.25,0.559,0.69,0.963,1.19,0.83,0
F_3_I_BCO_11,Farm 3,I_BCO,Wet,31.5,Low,0,0,3,0,High,Very low,6,0.43,0.217,0.05,18.155,6.18,65.999,31.22,880,1200.64,96,305.25,0.559,0.69,0.963,1.19,0.83,0
F_3_I_BCO_12,Farm 3,I_BCO,Wet,39.5,Low,7,4,5,1,High,Very low,6,0.43,0.217,0.05,18.155,6.18,65.999,31.22,880,1200.64,96,305.25,0.559,0.69,0.963,1.19,0.83,0
F_3_I_BCO_13,Farm 3,I_BCO,Wet,33,Moderate,10,0,9,0,High,Very low,6,0.43,0.217,0.05,18.155,6.18,65.999,31.22,880,1200.64,96,305.25,0.559,0.69,0.963,1.19,0.83,0
F_3_I_BCO_14,Farm 3,I_BCO,Wet,32.5,Moderate,2,0,3,0,High,Very low,6,0.43,0.217,0.05,18.155,6.18,65.999,31.22,880,1200.64,96,305.25,0.559,0.69,0.963,1.19,0.83,0
F_3_I_BCO_15,Farm 3,I_BCO,Wet,35,High,7,0,6,0,High,Very low,6,0.43,0.217,0.05,18.155,6.18,65.999,31.22,880,1200.64,96,305.25,0.559,0.69,0.963,1.19,0.83,0
F_3_I_BCO_16,Farm 3,I_BCO,Wet,31,Very low,9,0,9,3,High,Very low,6,0.43,0.217,0.05,18.155,6.18,65.999,31.22,880,1200.64,96,305.25,0.559,0.69,0.963,1.19,0.83,0
F_3_I_BCO_17,Farm 3,I_BCO,Wet,31,Moderate,20,5,18,0,High,Very low,6,0.43,0.217,0.05,18.155,6.18,65.999,31.22,880,1200.64,96,305.25,0.559,0.69,0.963,1.19,0.83,0
F_3_I_BCO_18,Farm 3,I_BCO,Wet,34.5,Low,2,2,4,0,High,Very low,6,0.43,0.217,0.05,18.155,6.18,65.999,31.22,880,1200.64,96,305.25,0.559,0.69,0.963,1.19,0.83,0
F_3_I_BCO_19,Farm 3,I_BCO,Wet,28.5,Very low,12,6,4,0,High,Very low,6,0.43,0.217,0.05,18.155,6.18,65.999,31.22,880,1200.64,96,305.25,0.559,0.69,0.963,1.19,0.83,0
F_3_I_BCO_20,Farm 3,I_BCO,Wet,31,Moderate,2,0,0,0,High,Very low,6,0.43,0.217,0.05,18.155,6.18,65.999,31.22,880,1200.64,96,305.25,0.559,0.69,0.963,1.19,0.83,0
F_3_I_BC_1,Farm 3,I_BC,Wet,28,Low,12,1,2,0,High,Very low,6.23,0.36,0.196,0.03,9.325,3.43,107.649,38.5,1240,294.75,240,73.45,1.237,0.61,2.132,1.05,0.83,0
F_3_I_BC_2,Farm 3,I_BC,Wet,25.5,Very low,0,0,1,0,High,Very low,6.23,0.36,0.196,0.03,9.325,3.43,107.649,38.5,1240,294.75,240,73.45,1.237,0.61,2.132,1.05,0.83,0
F_3_I_BC_3,Farm 3,I_BC,Wet,31,Low,12,3,1,0,High,Very low,6.23,0.36,0.196,0.03,9.325,3.43,107.649,38.5,1240,294.75,240,73.45,1.237,0.61,2.132,1.05,0.83,0
F_3_I_BC_4,Farm 3,I_BC,Wet,35.5,Moderate,9,0,5,0,High,Very low,6.23,0.36,0.196,0.03,9.325,3.43,107.649,38.5,1240,294.75,240,73.45,1.237,0.61,2.132,1.05,0.83,0
F_3_I_BC_5,Farm 3,I_BC,Wet,31,Very low,4,0,4,0,High,Very low,6.23,0.36,0.196,0.03,9.325,3.43,107.649,38.5,1240,294.75,240,73.45,1.237,0.61,2.132,1.05,0.83,0
F_3_I_BC_6,Farm 3,I_BC,Wet,26,Very low,0,0,2,0,High,Very low,6.23,0.36,0.196,0.03,9.325,3.43,107.649,38.5,1240,294.75,240,73.45,1.237,0.61,2.132,1.05,0.83,0
F_3_I_BC_7,Farm 3,I_BC,Wet,29,Very low,10,0,5,0,High,Very low,6.23,0.36,0.196,0.03,9.325,3.43,107.649,38.5,1240,294.75,240,73.45,1.237,0.61,2.132,1.05,0.83,0
F_3_I_BC_8,Farm 3,I_BC,Wet,30,Very low,8,1,6,0,High,Very low,6.23,0.36,0.196,0.03,9.325,3.43,107.649,38.5,1240,294.75,240,73.45,1.237,0.61,2.132,1.05,0.83,0
F_3_I_BC_9,Farm 3,I_BC,Wet,30,Very low,6,0,11,0,High,Very low,6.23,0.36,0.196,0.03,9.325,3.43,107.649,38.5,1240,294.75,240,73.45,1.237,0.61,2.132,1.05,0.83,0
F_3_I_BC_10,Farm 3,I_BC,Wet,30,Very low,3,0,3,0,High,Very low,6.23,0.36,0.196,0.03,9.325,3.43,107.649,38.5,1240,294.75,240,73.45,1.237,0.61,2.132,1.05,0.83,0
F_3_I_BC_11,Farm 3,I_BC,Wet,38,Low,7,0,3,0,High,Very low,6.23,0.36,0.196,0.03,9.325,3.43,107.649,38.5,1240,294.75,240,73.45,1.237,0.61,2.132,1.05,0.83,0
F_3_I_BC_12,Farm 3,I_BC,Wet,27.5,Very low,2,0,1,0,High,Very low,6.23,0.36,0.196,0.03,9.325,3.43,107.649,38.5,1240,294.75,240,73.45,1.237,0.61,2.132,1.05,0.83,0
F_3_I_BC_13,Farm 3,I_BC,Wet,21,Very low,1,0,0,0,High,Very low,6.23,0.36,0.196,0.03,9.325,3.43,107.649,38.5,1240,294.75,240,73.45,1.237,0.61,2.132,1.05,0.83,0
F_3_I_BC_14,Farm 3,I_BC,Wet,21,Very low,1,1,2,0,High,Very low,6.23,0.36,0.196,0.03,9.325,3.43,107.649,38.5,1240,294.75,240,73.45,1.237,0.61,2.132,1.05,0.83,0
F_3_I_BC_15,Farm 3,I_BC,Wet,40,Very low,3,0,3,0,High,Very low,6.23,0.36,0.196,0.03,9.325,3.43,107.649,38.5,1240,294.75,240,73.45,1.237,0.61,2.132,1.05,0.83,0
F_3_I_BC_16,Farm 3,I_BC,Wet,30,Very low,6,1,1,0,High,Very low,6.23,0.36,0.196,0.03,9.325,3.43,107.649,38.5,1240,294.75,240,73.45,1.237,0.61,2.132,1.05,0.83,0
F_3_I_BC_17,Farm 3,I_BC,Wet,25,Very low,9,2,1,0,High,Very low,6.23,0.36,0.196,0.03,9.325,3.43,107.649,38.5,1240,294.75,240,73.45,1.237,0.61,2.132,1.05,0.83,0
F_3_I_BC_18,Farm 3,I_BC,Wet,40,Very low,2,0,1,0,High,Very low,6.23,0.36,0.196,0.03,9.325,3.43,107.649,38.5,1240,294.75,240,73.45,1.237,0.61,2.132,1.05,0.83,0
F_3_I_BC_19,Farm 3,I_BC,Wet,27.5,Very low,3,0,2,0,High,Very low,6.23,0.36,0.196,0.03,9.325,3.43,107.649,38.5,1240,294.75,240,73.45,1.237,0.61,2.132,1.05,0.83,0
F_3_I_BC_20,Farm 3,I_BC,Wet,27,Very low,3,1,9,0,High,Very low,6.23,0.36,0.196,0.03,9.325,3.43,107.649,38.5,1240,294.75,240,73.45,1.237,0.61,2.132,1.05,0.83,0
F_3_I_C_1,Farm 3,I_C,Wet,32.5,Very low,8,0,0,0,High,Very low,5.02,0.63,0.182,0.05,9.325,6.36,128.073,391.22,600,1522.68,192,734,1.357,0.87,2.339,1.5,0.91,0
F_3_I_C_2,Farm 3,I_C,Wet,23.5,Very low,4,1,1,0,Moderate,Very low,5.02,0.63,0.182,0.05,9.325,6.36,128.073,391.22,600,1522.68,192,734,1.357,0.87,2.339,1.5,0.91,0
F_3_I_C_3,Farm 3,I_C,Wet,29,Low,0,0,7,0,High,Very low,5.02,0.63,0.182,0.05,9.325,6.36,128.073,391.22,600,1522.68,192,734,1.357,0.87,2.339,1.5,0.91,0
F_3_I_C_4,Farm 3,I_C,Wet,42.5,Low,11,0,2,0,High,Very low,5.02,0.63,0.182,0.05,9.325,6.36,128.073,391.22,600,1522.68,192,734,1.357,0.87,2.339,1.5,0.91,0
F_3_I_C_5,Farm 3,I_C,Wet,34.5,Low,11,3,1,0,High,Very low,5.02,0.63,0.182,0.05,9.325,6.36,128.073,391.22,600,1522.68,192,734,1.357,0.87,2.339,1.5,0.91,0
F_3_I_C_6,Farm 3,I_C,Wet,22,Very low,3,0,3,0,Moderate,Very low,5.02,0.63,0.182,0.05,9.325,6.36,128.073,391.22,600,1522.68,192,734,1.357,0.87,2.339,1.5,0.91,0
F_3_I_C_7,Farm 3,I_C,Wet,32,Low,5,0,4,0,High,Very low,5.02,0.63,0.182,0.05,9.325,6.36,128.073,391.22,600,1522.68,192,734,1.357,0.87,2.339,1.5,0.91,0
F_3_I_C_8,Farm 3,I_C,Wet,26.5,Very low,3,0,6,0,High,Very low,5.02,0.63,0.182,0.05,9.325,6.36,128.073,391.22,600,1522.68,192,734,1.357,0.87,2.339,1.5,0.91,0
F_3_I_C_9,Farm 3,I_C,Wet,35.5,Low,10,3,2,0,High,Very low,5.02,0.63,0.182,0.05,9.325,6.36,128.073,391.22,600,1522.68,192,734,1.357,0.87,2.339,1.5,0.91,0
F_3_I_C_10,Farm 3,I_C,Wet,33.5,Very low,0,0,2,0,High,Very low,5.02,0.63,0.182,0.05,9.325,6.36,128.073,391.22,600,1522.68,192,734,1.357,0.87,2.339,1.5,0.91,0
F_3_I_C_11,Farm 3,I_C,Wet,33.5,Very low,8,1,6,0,High,Very low,5.02,0.63,0.182,0.05,9.325,6.36,128.073,391.22,600,1522.68,192,734,1.357,0.87,2.339,1.5,0.91,0
F_3_I_C_12,Farm 3,I_C,Wet,30.5,Very low,0,0,1,0,High,Very low,5.02,0.63,0.182,0.05,9.325,6.36,128.073,391.22,600,1522.68,192,734,1.357,0.87,2.339,1.5,0.91,0
F_3_I_C_13,Farm 3,I_C,Wet,37.5,Very low,4,0,0,0,High,Very low,5.02,0.63,0.182,0.05,9.325,6.36,128.073,391.22,600,1522.68,192,734,1.357,0.87,2.339,1.5,0.91,0
F_3_I_C_14,Farm 3,I_C,Wet,35.5,Very low,5,0,0,0,High,Very low,5.02,0.63,0.182,0.05,9.325,6.36,128.073,391.22,600,1522.68,192,734,1.357,0.87,2.339,1.5,0.91,0
F_3_I_C_15,Farm 3,I_C,Wet,26.5,Low,5,0,8,0,High,Very low,5.02,0.63,0.182,0.05,9.325,6.36,128.073,391.22,600,1522.68,192,734,1.357,0.87,2.339,1.5,0.91,0
F_3_I_C_16,Farm 3,I_C,Wet,29,Low,5,0,5,0,High,Very low,5.02,0.63,0.182,0.05,9.325,6.36,128.073,391.22,600,1522.68,192,734,1.357,0.87,2.339,1.5,0.91,0
F_3_I_C_17,Farm 3,I_C,Wet,24.5,Very low,7,2,0,0,Moderate,Very low,5.02,0.63,0.182,0.05,9.325,6.36,128.073,391.22,600,1522.68,192,734,1.357,0.87,2.339,1.5,0.91,0
F_3_I_C_18,Farm 3,I_C,Wet,30,Very low,6,5,1,0,High,Very low,5.02,0.63,0.182,0.05,9.325,6.36,128.073,391.22,600,1522.68,192,734,1.357,0.87,2.339,1.5,0.91,0
F_3_I_C_19,Farm 3,I_C,Wet,39,Very low,1,0,1,0,High,Very low,5.02,0.63,0.182,0.05,9.325,6.36,128.073,391.22,600,1522.68,192,734,1.357,0.87,2.339,1.5,0.91,0
F_3_I_C_20,Farm 3,I_C,Wet,34,Very low,2,1,2,0,High,Very low,5.02,0.63,0.182,0.05,9.325,6.36,128.073,391.22,600,1522.68,192,734,1.357,0.87,2.339,1.5,0.91,0
F_3_I_BCM_1,Farm 3,I_BCM,Wet,29.5,Very low,6,1,11,0,High,Very low,5.87,0.27,0.161,0.04,8.442,17.87,140.203,224.4,1400,240.55,216,50.34,1.875,0.36,3.233,0.63,0.91,0
F_3_I_BCM_2,Farm 3,I_BCM,Wet,36.5,Low,5,1,2,0,High,Very low,5.87,0.27,0.161,0.04,8.442,17.87,140.203,224.4,1400,240.55,216,50.34,1.875,0.36,3.233,0.63,0.91,0
F_3_I_BCM_3,Farm 3,I_BCM,Wet,32,Moderate,0,0,1,0,High,Very low,5.87,0.27,0.161,0.04,8.442,17.87,140.203,224.4,1400,240.55,216,50.34,1.875,0.36,3.233,0.63,0.91,0
F_3_I_BCM_4,Farm 3,I_BCM,Wet,32,Low,3,1,5,0,High,Very low,5.87,0.27,0.161,0.04,8.442,17.87,140.203,224.4,1400,240.55,216,50.34,1.875,0.36,3.233,0.63,0.91,0
F_3_I_BCM_5,Farm 3,I_BCM,Wet,34.5,Low,1,0,0,0,High,Very low,5.87,0.27,0.161,0.04,8.442,17.87,140.203,224.4,1400,240.55,216,50.34,1.875,0.36,3.233,0.63,0.91,0
F_3_I_BCM_6,Farm 3,I_BCM,Wet,40,Low,15,2,2,0,High,Very low,5.87,0.27,0.161,0.04,8.442,17.87,140.203,224.4,1400,240.55,216,50.34,1.875,0.36,3.233,0.63,0.91,0
F_3_I_BCM_7,Farm 3,I_BCM,Wet,35.5,Very low,1,0,3,0,High,Very low,5.87,0.27,0.161,0.04,8.442,17.87,140.203,224.4,1400,240.55,216,50.34,1.875,0.36,3.233,0.63,0.91,0
F_3_I_BCM_8,Farm 3,I_BCM,Wet,45.5,Low,2,1,2,0,High,Very low,5.87,0.27,0.161,0.04,8.442,17.87,140.203,224.4,1400,240.55,216,50.34,1.875,0.36,3.233,0.63,0.91,0
F_3_I_BCM_9,Farm 3,I_BCM,Wet,33,Low,1,0,0,0,High,Very low,5.87,0.27,0.161,0.04,8.442,17.87,140.203,224.4,1400,240.55,216,50.34,1.875,0.36,3.233,0.63,0.91,0
F_3_I_BCM_10,Farm 3,I_BCM,Wet,30,Low,6,1,0,0,High,Very low,5.87,0.27,0.161,0.04,8.442,17.87,140.203,224.4,1400,240.55,216,50.34,1.875,0.36,3.233,0.63,0.91,0
F_3_I_BCM_11,Farm 3,I_BCM,Wet,35.5,Very low,1,0,1,0,High,Very low,5.87,0.27,0.161,0.04,8.442,17.87,140.203,224.4,1400,240.55,216,50.34,1.875,0.36,3.233,0.63,0.91,0
F_3_I_BCM_12,Farm 3,I_BCM,Wet,33,Low,6,1,5,0,High,Very low,5.87,0.27,0.161,0.04,8.442,17.87,140.203,224.4,1400,240.55,216,50.34,1.875,0.36,3.233,0.63,0.91,0
F_3_I_BCM_13,Farm 3,I_BCM,Wet,39,Very low,1,0,0,0,High,Very low,5.87,0.27,0.161,0.04,8.442,17.87,140.203,224.4,1400,240.55,216,50.34,1.875,0.36,3.233,0.63,0.91,0
F_3_I_BCM_14,Farm 3,I_BCM,Wet,30,Very low,1,0,1,0,High,Very low,5.87,0.27,0.161,0.04,8.442,17.87,140.203,224.4,1400,240.55,216,50.34,1.875,0.36,3.233,0.63,0.91,0
F_3_I_BCM_15,Farm 3,I_BCM,Wet,34.5,Very low,7,0,12,1,High,Very low,5.87,0.27,0.161,0.04,8.442,17.87,140.203,224.4,1400,240.55,216,50.34,1.875,0.36,3.233,0.63,0.91,0
F_3_I_BCM_16,Farm 3,I_BCM,Wet,22.5,Low,8,0,1,0,High,Very low,5.87,0.27,0.161,0.04,8.442,17.87,140.203,224.4,1400,240.55,216,50.34,1.875,0.36,3.233,0.63,0.91,0
F_3_I_BCM_17,Farm 3,I_BCM,Wet,21,Very low,0,0,0,0,High,Very low,5.87,0.27,0.161,0.04,8.442,17.87,140.203,224.4,1400,240.55,216,50.34,1.875,0.36,3.233,0.63,0.91,0
F_3_I_BCM_18,Farm 3,I_BCM,Wet,21.5,Very low,5,3,2,0,Moderate,Very low,5.87,0.27,0.161,0.04,8.442,17.87,140.203,224.4,1400,240.55,216,50.34,1.875,0.36,3.233,0.63,0.91,0
F_3_I_BCM_19,Farm 3,I_BCM,Wet,35.5,Very low,8,1,1,0,Moderate,Very low,5.87,0.27,0.161,0.04,8.442,17.87,140.203,224.4,1400,240.55,216,50.34,1.875,0.36,3.233,0.63,0.91,0
F_3_I_BCM_20,Farm 3,I_BCM,Wet,30.5,Very low,22,3,19,0,Moderate,Very low,5.87,0.27,0.161,0.04,8.442,17.87,140.203,224.4,1400,240.55,216,50.34,1.875,0.36,3.233,0.63,0.91,0
F_3_TS_BC_1,Farm 3,TS_BC,Dry,31,Very low,45,4,16,0,High,Very low,5.7,0.19,0.14,0.06,11.091,3.53,578.827,252.81,1240,612.62,192,91.91,1.516,1,2.614,1.73,0.83,0
F_3_TS_BC_2,Farm 3,TS_BC,Dry,27.4,Very low,17,1,6,0,High,Very low,5.7,0.19,0.14,0.06,11.091,3.53,578.827,252.81,1240,612.62,192,91.91,1.516,1,2.614,1.73,0.83,0
F_3_TS_BC_3,Farm 3,TS_BC,Dry,25.6,Very low,18,2,0,0,High,Very low,5.7,0.19,0.14,0.06,11.091,3.53,578.827,252.81,1240,612.62,192,91.91,1.516,1,2.614,1.73,0.83,0
F_3_TS_BC_4,Farm 3,TS_BC,Dry,38.2,Very low,27,1,13,0,High,Very low,5.7,0.19,0.14,0.06,11.091,3.53,578.827,252.81,1240,612.62,192,91.91,1.516,1,2.614,1.73,0.83,0
F_3_TS_BC_5,Farm 3,TS_BC,Dry,32,Low,13,0,3,0,High,Very low,5.7,0.19,0.14,0.06,11.091,3.53,578.827,252.81,1240,612.62,192,91.91,1.516,1,2.614,1.73,0.83,0
F_3_TS_BC_6,Farm 3,TS_BC,Dry,35.7,Very low,7,1,2,0,High,Very low,5.7,0.19,0.14,0.06,11.091,3.53,578.827,252.81,1240,612.62,192,91.91,1.516,1,2.614,1.73,0.83,0
F_3_TS_BC_7,Farm 3,TS_BC,Dry,32.2,Very low,6,0,2,0,High,Very low,5.7,0.19,0.14,0.06,11.091,3.53,578.827,252.81,1240,612.62,192,91.91,1.516,1,2.614,1.73,0.83,0
F_3_TS_BC_8,Farm 3,TS_BC,Dry,34.1,Very low,5,0,6,0,High,Very low,5.7,0.19,0.14,0.06,11.091,3.53,578.827,252.81,1240,612.62,192,91.91,1.516,1,2.614,1.73,0.83,0
F_3_TS_BC_9,Farm 3,TS_BC,Dry,39.5,Very low,18,7,1,0,High,Very low,5.7,0.19,0.14,0.06,11.091,3.53,578.827,252.81,1240,612.62,192,91.91,1.516,1,2.614,1.73,0.83,0
F_3_TS_BC_10,Farm 3,TS_BC,Dry,34,Low,32,0,5,0,High,Very low,5.7,0.19,0.14,0.06,11.091,3.53,578.827,252.81,1240,612.62,192,91.91,1.516,1,2.614,1.73,0.83,0
F_3_TS_BC_11,Farm 3,TS_BC,Dry,42.6,Very low,21,4,41,0,High,Very low,5.7,0.19,0.14,0.06,11.091,3.53,578.827,252.81,1240,612.62,192,91.91,1.516,1,2.614,1.73,0.83,0
F_3_TS_BC_12,Farm 3,TS_BC,Dry,27,Very low,9,1,8,0,High,Very low,5.7,0.19,0.14,0.06,11.091,3.53,578.827,252.81,1240,612.62,192,91.91,1.516,1,2.614,1.73,0.83,0
F_3_TS_BC_13,Farm 3,TS_BC,Dry,18,Very low,6,3,1,0,High,Very low,5.7,0.19,0.14,0.06,11.091,3.53,578.827,252.81,1240,612.62,192,91.91,1.516,1,2.614,1.73,0.83,0
F_3_TS_BC_14,Farm 3,TS_BC,Dry,31,Very low,12,2,8,0,High,Very low,5.7,0.19,0.14,0.06,11.091,3.53,578.827,252.81,1240,612.62,192,91.91,1.516,1,2.614,1.73,0.83,0
